zipcode,population,pop_density
33394,35581,2293.3
33441,27050,2169.5
33442,28846,1622.8
33443,28846,1622.8
33973,14875,1047.8
32421,5256,12.7
32424,7182,19.7
32430,1064,5.6
32449,637,3.7
33927,200,41
33938,23787,371.9
33946,2325,89.8
33947,8901,218.1
33948,16361,474.6
33949,16361,474.6
33950,22017,355.7
33951,22017,355.7
33952,33662,992.5
33953,6885,131.8
33954,9294,422.2
33955,11406,71.8
33980,13336,432.7
33981,10729,151.6
33982,11025,8.1
33983,14422,505.7
34423,18107,250
34428,9369,51.8
34429,8272,81.8
34433,5957,76.8
34434,7731,128.9
34436,8225,54.2
34441,8225,54.2
34442,13953,128.4
34445,0,282.3
34446,16647,201.9
34447,16647,201.9
34448,10620,57.2
34450,10747,154.1
34451,10747,154.1
34452,11400,133.1
34453,11427,190.3
34460,11427,190.3
34461,10664,84.7
34464,10664,84.7
34465,17603,245.1
34487,3604,36.1
32003,28531,661.3
32006,28531,661.3
32030,1907,1162.7
32043,24952,46.9
32050,9426,18.8
32065,37160,730.4
32067,7664,10.2
32068,57226,194.1
32073,41863,910.3
32079,461,335.8
32160,30135,351
32656,14433,95.6
34101,0,1
34102,11454,713.7
34103,12802,1363.9
34104,24121,919.1
34105,17248,541.2
34106,17248,541.2
34107,17248,541.2
34108,16636,839
34109,24662,717.8
34110,24008,514.9
34112,27543,648.4
34113,21409,247.4
34114,16727,26.1
34116,36531,1211.9
34117,15794,77.4
34119,31632,441.9
34120,32502,67.4
34137,454,8.9
34138,268,208.1
34139,486,63
34140,437,79.2
34141,67,0.1
34142,30955,17.9
34143,30955,17.9
34145,17692,388.6
34146,17692,388.6
32024,19378,50.6
32025,22374,88.7
32038,10103,33.2
32055,17114,34.1
32056,17114,34.1
32061,457,5
34265,5922,8.4
34266,32246,18.5
34267,32246,18.5
34268,128,617.9
34269,4025,25.9
32628,5040,18.1
32648,570,2.8
32680,10111,15.8
32692,274,22
32099,18518,45.4
32201,2986,60.7
32202,6165,1539.3
32203,6165,1539.3
32204,7507,982.1
32205,29499,1436
32206,16500,1106.6
32207,35917,1115.3
32208,32194,1025.8
32209,35436,1418.9
32210,61496,1131.9
32211,34607,1426.3
32212,2499,142.9
32214,2499,142.9
32216,38073,1069.4
32217,19411,1375.3
32218,61846,213.4
32219,11931,85.9
32220,13179,81.4
32221,30227,299.7
32222,9772,290.2
32223,24039,803.1
32224,43751,710.3
32225,54496,766.1
32226,16013,71.1
32227,3087,750.6
32228,368,936.8
32229,368,936.8
32231,368,936.8
32232,368,936.8
32233,24473,895.7
32234,5780,19.7
32235,5780,19.7
32236,5780,19.7
32237,5780,19.7
32238,5780,19.7
32239,5780,19.7
32240,5780,19.7
32241,5780,19.7
32244,60712,938.2
32245,60712,938.2
32246,51275,993.8
32247,51275,993.8
32250,26956,1134.8
32254,13039,422.5
32255,13039,422.5
32256,45688,233.9
32257,38651,1149.1
32258,31990,549.9
32266,7080,1162.6
32277,32029,1591.2
32501,11557,1190.4
32502,3185,552.9
32503,34520,1004.7
32504,23080,773.8
32505,24965,803.8
32506,36923,402.6
32507,31288,444.1
32508,5381,278.4
32509,702,199.4
32511,1034,1820.1
32512,1034,1820.1
32513,1034,1820.1
32514,44759,737.2
32516,44759,737.2
32520,44759,737.2
32521,44759,737.2
32522,44759,737.2
32523,44759,737.2
32524,44759,737.2
32526,36300,240.9
32533,27632,136.6
32534,14524,557.9
32535,5694,34.1
32559,8490,337.4
32560,8490,337.4
32568,2735,7.7
32577,4321,26.9
32591,28585,68.4
32110,8009,11.1
32135,7376,13
32136,7933,145.7
32137,43813,247.3
32142,18828,289
32143,18828,289
32164,45207,482.5
32318,14665,142
32320,3832,37.3
32322,4152,21.5
32323,422,10.8
32328,3032,10.8
32329,3032,10.8
32324,4726,30.1
32330,828,92.2
32332,1315,141.3
32333,10506,41.3
32343,3301,44.4
32351,18643,32.2
32352,6698,26.5
32353,6698,26.5
32619,5326,15.4
32693,12186,22.8
33471,7155,9.9
33944,268,2.1
32456,8437,32.8
32457,8437,32.8
32465,8179,15.1
32052,9704,12.9
32053,3139,12.1
32096,2179,6.3
33834,7695,16
33865,1078,1.8
33873,13762,47.7
33890,4872,8.1
33440,19878,11.6
33930,903,3.6
33935,21968,23.1
33975,17119,203.4
34601,21847,70.8
34602,7314,42.5
34603,7314,42.5
34604,11573,108.9
34605,11573,108.9
34606,26274,869
34607,8778,122.3
34608,34476,783.1
34609,41250,644.5
34611,14656,73.8
34613,17433,129
34614,7237,34.2
34636,7237,34.2
34661,138,42.9
33825,26526,76.3
33826,26526,76.3
33852,21202,25.2
33857,2071,3.6
33862,25150,75.6
33870,21760,143.6
33871,21760,143.6
33872,15778,281.5
33875,10928,57
33876,4689,56.1
33960,719,1.5
33503,204,64.5
33508,204,64.5
33509,204,64.5
33510,28176,1435.6
33511,57642,1262.8
33527,14850,188.8
33530,14850,188.8
33534,16487,400.3
33547,24813,52.9
33548,7063,286.7
33549,18015,530
33550,18015,530
33556,22978,231.9
33558,22843,446
33563,27875,666.6
33564,27875,666.6
33565,17311,79.3
33566,20602,328.4
33567,12318,105.5
33568,12318,105.5
33569,27428,613.5
33570,27821,203.2
33571,27821,203.2
33572,18998,346.7
33573,22412,419.5
33575,22412,419.5
33579,34271,465
33583,34271,465
33584,27153,457.5
33586,1394,23.8
33587,1394,23.8
33592,11068,79.5
33594,35465,1218.5
33595,35465,1218.5
33596,30015,969.7
33598,18226,48.8
33601,18226,48.8
33602,14409,1744
33603,21044,1782.6
33604,38690,1840
33605,17457,843.3
33606,19466,2087.4
33607,23813,1003.7
33608,23813,1003.7
33609,18413,1409
33610,45963,848.2
33611,31791,1784.3
33612,49312,1685
33613,34941,1679.5
33614,48029,1835.2
33615,45851,1945.7
33616,16145,1377.5
33617,45652,1860.8
33618,27081,1139.5
33619,39747,502.8
33620,5402,2245.6
33621,2533,76.2
33622,2533,76.2
33623,2533,76.2
33624,38618,1610.6
33625,26242,1040.7
33626,29964,776.1
33629,25999,1895.9
33630,25999,1895.9
33631,25999,1895.9
33633,25999,1895.9
33634,22733,951.9
33635,18353,1072.9
33637,17345,763.3
33646,17345,763.3
33647,67730,626.2
33650,67730,626.2
33655,67730,626.2
33660,67730,626.2
33661,67730,626.2
33662,67730,626.2
33663,67730,626.2
33664,67730,626.2
33672,67730,626.2
33673,67730,626.2
33674,67730,626.2
33675,67730,626.2
33677,67730,626.2
33679,67730,626.2
33680,67730,626.2
33681,67730,626.2
33682,67730,626.2
33684,67730,626.2
33685,67730,626.2
33686,67730,626.2
33687,67730,626.2
33688,67730,626.2
33689,67730,626.2
33694,67730,626.2
32425,13480,20.5
32452,637,3.7
32455,4514,7.9
32464,4311,9.1
32948,7908,9.9
32957,39127,633.9
32958,27676,350.9
32960,20960,680.8
32961,20960,680.8
32962,26469,715.7
32963,14790,331.5
32964,14790,331.5
32965,14790,331.5
32966,17868,20.7
32967,21111,181
32968,14015,188.4
32969,14015,188.4
32970,204,106.6
32971,204,106.6
32978,9001,136.6
32420,1983,15.8
32423,1025,7.5
32426,914,7.5
32431,3975,18.1
32432,0,265.8
32440,7762,27.9
32442,3132,15.3
32443,3322,19.1
32445,2525,39.2
32446,11303,26.3
32447,161,77.5
32448,8480,18.1
32460,5831,30.5
32336,1373,3
32337,1373,3
32344,12360,9.9
32345,12360,9.9
32361,256,42.4
32753,22073,1094.2
32013,13805,30.8
32066,7664,10.2
32102,2195,15.7
32158,202,100.1
32159,30135,351
32702,2793,18.4
32726,22377,632.7
32727,22377,632.7
32735,4673,397.6
32736,9922,35.7
32756,10436,31.6
32757,26679,252
32767,3273,16
32776,12416,91.7
32778,21406,286.4
32784,12313,48.1
34705,2649,54.3
34711,60564,477.5
34712,60564,477.5
34713,60564,477.5
34715,17948,177.9
34729,17948,177.9
34731,13218,256.8
34736,18213,42.7
34737,2551,49.6
34748,39230,340.2
34749,39230,340.2
34753,5818,379.5
34755,5818,379.5
34756,3704,126.5
34762,484,26.3
34788,16886,184.9
34789,16886,184.9
34797,1084,106
33901,20950,1208.4
33902,20950,1208.4
33903,22122,638.3
33904,31859,1215.3
33905,37081,286.3
33906,37081,286.3
33907,24198,1217.1
33908,36071,457
33909,31467,496
33910,31467,496
33911,31467,496
33912,18402,278.7
33913,23816,65.4
33914,37375,621.5
33915,37375,621.5
33916,23438,759.1
33917,29439,200.2
33918,29439,200.2
33919,30764,1194.6
33920,5993,31
33921,861,239.8
33922,3731,96.2
33924,200,41
33928,24682,112.4
33929,24682,112.4
33931,10675,353.5
33932,10675,353.5
33936,23787,371.9
33945,0,165.1
33956,3437,89.2
33957,7224,153.9
33965,1659,422.4
33966,10185,363.2
33970,25041,1156.6
33971,27255,452.5
33972,15299,167.8
33974,17119,203.4
33976,18554,522.4
33990,32901,1158.4
33991,22354,491.7
33993,24856,130.5
33994,24856,130.5
34133,32502,67.4
34134,13977,472.6
34135,46064,394.5
34136,46064,394.5
32301,30712,1095
32302,30712,1095
32303,50436,515.3
32304,47787,1137.4
71929,4470,18.1
71933,892,6.6
71941,2209,10.8
71942,2209,10.8
72019,25948,54.8
72104,23580,28.4
72105,23580,28.4
71833,2220,5.5
71851,2090,10.3
71852,9823,14.4
71859,546,8.5
71971,645,3
72165,120,8.5
72501,26228,31.9
72503,26228,31.9
72522,522,26.6
72524,354,2.6
72526,212,11
72527,714,56.8
72534,1550,8.2
72550,508,8.3
72553,52,70.6
72562,2201,10.5
72564,400,7.2
72568,1158,13.8
72571,307,7.7
72575,250,7.3
72579,1470,13.2
72512,2493,39.4
72517,292,5.5
72519,3789,8.2
72528,7,6.3
72536,415,6.5
72540,217,3.1
72556,3231,8.5
72561,791,7.4
72565,685,10.1
72566,596,5.1
72573,250,7.3
72584,316,6.9
72585,488,3.7
72587,75,5
72005,133,4.7
72014,51,36.8
72043,5117,8.4
72075,120,1.9
72112,10966,13.5
72169,134,6.8
72431,417,25.4
72471,1131,5.1
72473,2515,15.9
71601,14696,61
71602,15900,59.9
71603,31731,74.9
71611,31731,74.9
71612,31731,74.9
71613,31731,74.9
71659,80,18
72004,1020,3.2
72079,760,13
72132,3650,20.6
72133,3650,20.6
72152,308,2.3
72168,2475,15.7
72175,291,3
72182,8,19
72830,15539,43.8
72832,1167,43.2
72839,304,0.6
72840,2181,15.9
72845,1018,40.6
72846,4455,15.7
72852,115,1.4
72854,770,1.9
71826,1227,4
71827,774,5.5
71839,374,2.8
71845,2170,4.4
71860,2208,9.3
72410,360,2.8
72415,1532,13.6
72433,3003,21.2
72434,2065,9.5
72440,311,16.6
72445,75,77.4
72457,184,255.1
72458,680,11.2
72459,1380,5.2
72465,31,283.7
72466,1612,4.6
72469,965,5.6
72476,6607,13.8
72572,119,6.2
72311,117,51.1
72320,1590,13.4
72341,203,4.2
72352,671,49.3
72360,5718,7.7
72368,1122,3.4
71643,1037,3.9
71644,5313,22
71667,6895,10.1
71678,192,9.1
71820,74,2.1
71822,8543,13.6
71836,2839,6.5
71853,203,4.5
71865,159,124.1
71866,599,6.3
72826,46,60.4
72835,624,6.9
72851,630,4.7
72855,6049,13.5
72863,1821,11.8
72865,1562,18.8
72927,8338,10.8
72943,2173,10.3
72951,912,22.8
72007,7295,59.1
72023,37819,143.6
72024,3592,7.2
72037,35,72
72046,4165,7.4
72072,459,5.7
72083,196,16.1
72086,10253,28.5
72176,9808,39.6
72721,378,3.4
72738,2478,10.9
72740,9674,10
72742,660,2.8
72752,366,0.9
72760,297,3.8
72773,1257,11.9
72776,554,3.6
72619,2097,162.3
72634,4338,14.1
72661,576,8.7
72668,236,7.2
72672,282,15.3
72677,389,246.4
72687,6460,8.9
71834,1206,3.9
71837,5312,12.7
71840,374,2.8
71854,36867,50.5
72310,24477,532.8
72313,117,51.1
72315,21875,36.7
72316,21875,36.7
72319,21875,36.7
72321,141,43.1
72329,193,2.3
72330,478,7.1
72338,6,0.7
72350,1080,6.1
72351,671,49.3
72358,1660,11
72370,7744,29.3
72391,8106,95.7
72395,1124,16.3
72426,188,86.3
72428,67,5.8
72438,2946,17.8
72442,4355,16.8
72021,3803,9.3
72029,1908,14.6
72069,1148,2.3
72108,72,2.9
72134,210,2.5
71935,492,2.7
71957,3109,8.6
71960,1545,3.5
71961,927,4.4
71965,284,5.6
71966,284,5.6
71969,270,4.4
71970,867,4
71722,66,1.9
71828,774,5.5
71835,1212,6.3
71857,4851,8.4
71858,2285,3.3
71864,511,4.6
72624,438,3.4
72628,914,2.7
72640,293,6.7
72641,2935,7.2
72648,657,6.2
72655,347,1.9
72666,140,5.9
72670,87,2.3
72683,323,7.9
72685,1246,10.3
71701,18496,27.4
71711,81,17.6
71720,2320,6.5
71726,1339,2.9
71751,1186,4.6
71764,1769,4
72001,677,8.6
72016,3076,15.5
72025,837,5.6
72070,1968,10.4
72125,836,16.1
72126,3645,7
72312,117,51.1
72328,93,0.5
72333,709,4.1
72342,4966,23.9
72353,46,1.4
72355,2285,10.2
72366,2194,6.7
72367,52,0.6
72369,1122,3.4
72374,731,8.1
72383,65,4
72389,200,1.4
72390,8106,95.7
71922,64,23.8
71940,1794,5.9
71943,4548,16.6
71950,898,9.1
71952,96,2.1
71958,2459,9.1
71959,427,4.8
72354,2475,18.9
72365,2673,23.7
72377,9,18
72386,2048,5.9
72429,339,2.1
72432,6693,15.7
72472,9092,20.7
72475,2515,15.9
72479,1237,2.9
71932,4470,18.1
71937,1988,11.2
71944,811,7.1
71945,1368,7.7
71953,13894,9
71972,377,4.1
71973,1748,7
72679,31,2.6
72801,19689,886.7
72802,21761,60.2
72811,21761,60.2
72812,21761,60.2
72823,6003,22.2
72837,7445,13
72843,2529,4.1
72847,2405,25.4
72856,285,1.4
72858,4239,48.8
72017,540,5.6
72040,2894,6.4
72041,1352,5.8
72064,2260,6.3
72066,5205,35.1
72170,230,8.4
72002,17343,94.9
72053,850,5.7
72065,5205,35.1
72076,38595,198.4
72078,38595,198.4
72099,664,1281.3
72103,12846,164.2
72113,25716,313.5
72114,11849,609.6
72115,11849,609.6
72116,22337,1241.1
72117,14393,88.4
72118,21184,303.3
72119,0,6.4
72120,33310,243.2
72124,429,196.9
72135,2459,14.3
72142,2508,9.3
72164,9956,12.3
72180,370,7.4
72183,8,19
72190,8,19
72199,8,19
72201,972,325.8
72202,10228,447.4
72203,10228,447.4
72204,30377,811.9
72205,23242,1135.6
72206,23158,86.8
72207,10198,1306.8
72209,32016,758.5
72210,17389,108.9
72211,22269,1091.2
72212,12766,741.8
72214,12766,741.8
72215,12766,741.8
72216,12766,741.8
72217,12766,741.8
72219,12766,741.8
72221,12766,741.8
72222,12766,741.8
72223,23574,129.7
72225,23574,129.7
72227,11877,1173.6
72231,11877,1173.6
72255,11877,1173.6
72295,11877,1173.6
72413,478,6.2
72444,1809,7.3
72449,298,28.7
72455,12279,17.1
72460,761,5.4
72462,353,26.1
72478,370,3
72322,133,39.1
72326,1601,10.5
72335,19017,48.7
72336,19017,48.7
72340,222,4.3
72346,564,3.3
72348,2513,6.1
72359,462,78.7
72372,2040,6
72392,540,4
72394,495,2.9
72011,4295,27.9
72015,29822,128.7
72018,540,5.6
72022,17042,362.3
72089,2677,62.7
72122,521,3.4
72158,1362,12.1
72167,1502,14.8
72841,195,1.7
72926,612,2.5
72944,3707,14.3
72950,335,1.2
72958,7089,9
72636,6,31.7
72639,826,4.1
72645,2006,4.2
72650,4005,6.3
72669,53,23.4
72675,1226,3.1
72686,122,2.5
72901,20985,951.6
72902,20985,951.6
72903,26143,602.5
72904,22438,644.2
72905,22438,644.2
72906,22438,644.2
72908,13698,637.1
72913,13698,637.1
72914,13698,637.1
72916,8127,79.5
72917,8127,79.5
72918,8127,79.5
72919,8127,79.5
72923,4857,244
72936,14868,63.8
72937,3275,23
72938,1201,10.7
72940,2881,22
72941,5400,37.7
72945,226,171.5
71823,39,3.5
71832,11238,24.6
71841,1026,5.1
71842,2197,11.2
71846,2810,4.7
72482,1106,7
72513,2889,11.7
72521,5355,14.8
72525,354,2.6
72529,4814,93.4
72532,1058,6.4
72542,3712,9.3
72569,391,4.3
72577,814,6.4
72051,850,5.7
72533,406,3.7
72555,168,5.3
72560,8979,10.4
72567,321,8.7
72657,347,1.9
72663,196,6.1
72680,936,8.4
71724,444,140.5
71730,30995,27.2
71731,30995,27.2
71747,1088,5.3
71749,2493,6.1
71750,2493,6.1
71758,383,2.5
71759,534,36.6
71762,2189,16.9
71765,1748,4.2
72013,2180,8.7
72028,1404,8
72031,7198,10
72088,2677,62.7
72141,768,2.9
72153,2371,11.7
72629,381,5.6
72701,43641,121.3
72702,43641,121.3
72703,32352,244
72704,26832,108.4
72717,784,9.3
72727,5659,14.1
72728,5659,14.1
72729,165,8.8
72730,8116,141.5
72735,8469,34.7
72737,7128,27
72741,9674,10
72744,5917,26.1
72749,122,24.6
72753,9368,34.2
72762,39960,227.9
72764,56445,311.2
72765,56445,311.2
72766,56445,311.2
72769,1172,11
72770,1172,11
72774,5726,20.2
72959,2864,6
72010,6557,18.7
72012,13073,50.7
72020,3854,9.6
72045,1237,10
72052,850,5.7
72060,597,4
72068,411,170.9
72081,7157,32.3
72082,2010,140.5
72085,240,245
72102,3381,21.9
72121,3272,14.6
72136,1175,13.4
72137,2589,14.5
72139,218,204
72143,35997,44.6
72145,35997,44.6
72149,0,0
72178,9808,39.6
72006,2609,5.2
72036,699,2.7
72059,21,1.1
72074,120,1.9
72101,2946,5
72123,429,196.9
72824,1998,9
72827,166,1.9
72828,45,2.1
72829,45,2.1
72833,4216,9.4
72834,10642,26.2
72838,110,2.4
72842,1313,6.1
72853,1771,14.1
72857,1304,1.7
72860,611,4.1
85920,434,1.7
85924,2696,1.3
85925,4938,64.1
85927,132,0.5
85930,1337,2.2
85932,378,1.1
85936,4447,1.7
85938,2212,2.5
85940,1325,6.8
86028,0,0.1
86502,1290,0.8
86503,11143,5
86504,7003,7.9
86505,8002,2.9
86506,1165,3
86507,2217,4.1
86508,726,4.2
86511,3658,3.9
86512,2889,1.6
86514,2936,1.6
86515,4672,15.7
86535,1298,1.7
86538,2026,4.5
86540,1043,1.7
86544,1175,2
86545,1373,1.9
86547,1232,3.5
86556,2073,3.3
85602,9033,4.9
85603,6770,12.3
85605,516,0.7
85606,1040,3.6
85607,15411,8.8
85608,4978,481.1
85609,199,1.2
85610,978,1.2
85613,5480,46.2
85615,9442,17.4
85616,5384,16.1
85617,1231,2.2
85620,639,324.4
85625,2211,3
85626,1086,535.2
85627,1243,21.7
85630,1995,6
85632,811,0.4
85635,33767,187.8
85636,33767,187.8
85638,1871,2.4
85643,8475,1.8
85644,8475,1.8
85650,15747,141.3
85655,0,608.9
85670,11586,13.4
85671,11586,13.4
85931,203,0.3
86001,46041,17.8
86002,46041,17.8
86003,3,0.4
86004,35798,18.9
86005,35798,18.9
86011,9124,3624.5
86015,470,27.3
86016,41,0.2
86017,868,1.9
86018,860,2.9
86020,2216,0.6
86022,2053,1.5
86023,2485,3.7
86024,649,0.5
86035,2095,1
86036,400,0.2
86038,26,0.6
86040,10821,5.3
86044,3362,1.6
86045,11634,3.2
86046,5266,1.6
86052,255,0
86053,2287,1.2
86336,11788,19.4
86339,464,1
86351,6323,61.3
86435,15,0.2
85135,470,551.8
85192,1940,2.3
85501,13020,9.2
85502,13020,9.2
85532,417,57.7
85539,4595,31.1
85541,21812,10.8
85542,3623,5.6
85544,2487,6.9
85545,520,0.6
85547,20765,11.3
85550,4994,3.3
85553,1634,1.9
85554,624,0.4
85530,1824,1.9
85531,417,57.7
85535,0,1.9
85536,375,1.1
85543,3705,2.5
85546,20765,11.3
85548,20765,11.3
85551,389,2.9
85552,6572,100.2
85533,3527,1
85534,2766,2.3
85540,3176,11.1
85922,37,0
85325,1243,0.6
85328,302,0.6
85334,939,8.8
85344,10741,8.2
85346,4493,2.7
85348,2295,2.4
85357,342,0.5
85359,342,0.5
85371,346,0.9
85001,44224,308.6
85002,44224,308.6
85003,8419,1953.9
85004,6552,939.7
85005,6552,939.7
85006,28176,2546.1
85007,14751,1187.1
85008,62992,2069.8
85009,49536,1298.1
85010,49536,1298.1
85011,49536,1298.1
85012,7012,1124.4
85013,20902,2005.9
85014,27395,2289.3
85015,39866,2976.6
85016,35167,1449
85017,41993,2862.9
85018,38833,1252.2
85019,26659,2578.3
85020,34782,1426.6
85021,42002,2166.7
85022,51426,1915.3
85023,34488,1653.3
85024,24675,313.8
85025,24675,313.8
85026,24675,313.8
85027,36539,1020.1
85028,19389,738
85029,45958,1748.2
85030,45958,1748.2
85031,32737,2905.6
85032,72830,2035.1
85033,65759,3359
85034,4772,188.7
85035,58327,3207.9
85036,58327,3207.9
85037,55567,2111.6
85038,55567,2111.6
85039,55567,2111.6
85040,35358,1113.9
85041,62491,1336.6
85042,46570,1052.3
85043,39757,624.2
85044,41449,1017.9
85045,7063,772.4
85046,7063,772.4
85048,35252,655.2
85050,30647,681.5
85051,44042,2467.9
85053,29976,2111
85054,6896,231
85060,6896,231
85061,6896,231
85062,6896,231
85063,6896,231
85064,6896,231
85065,6896,231
85066,6896,231
85067,6896,231
85068,6896,231
85069,6896,231
85070,6896,231
85071,6896,231
85072,6896,231
85073,6896,231
85074,6896,231
85075,6896,231
85076,6896,231
85078,6896,231
85079,6896,231
85080,6896,231
85082,6896,231
85083,19605,710
85085,22211,264
85086,42272,268
85087,8510,39.7
85097,8510,39.7
85098,8510,39.7
85127,11845,155
85142,65881,265.7
85190,3048,29.7
85201,51519,1906.1
85202,39245,2288.5
85203,39069,1497.7
85204,69278,2373.1
85205,42171,1572.2
85206,36901,1341.9
85207,49727,578.7
85208,37967,1494.3
85209,40201,1303.2
85210,40919,2138.5
85211,40919,2138.5
85212,33724,266.9
36850,2654,6.9
36853,7828,17.6
36861,2817,25.5
35401,37194,325.2
35402,37194,325.2
35403,37194,325.2
35404,22783,489.3
35405,45473,305.8
35406,17190,63
35407,17190,63
35440,17190,63
35444,3962,9.6
35446,2081,14.2
35449,2898,9.2
35452,3061,28.8
35453,10863,46.2
35456,3461,17.1
35457,0,4.7
35458,595,9
35463,1794,11.1
35468,5567,9
35473,16305,229.6
35475,15583,26.1
35476,7473,569.6
35478,171,3.8
35480,1330,7.6
35482,3669,11.9
35486,3669,11.9
35487,3669,11.9
35490,4206,22.2
35038,367,138.4
35062,7631,68.4
35063,3671,38.1
35130,2892,18.6
35148,2444,169.1
35501,9644,80.6
35502,9644,80.6
35503,9074,43.9
35504,13160,54.2
35549,3512,14.5
35550,5761,32.9
35554,1054,8.9
35560,12,33.6
35573,1319,5.9
35578,5806,18.9
35579,3513,8.6
35580,3708,18.7
35584,387,297.2
35587,676,7.5
36513,1024,14.8
36518,2468,8.1
36529,237,3.1
36538,407,4.2
36539,809,4.3
36548,839,12.7
36553,3246,12.5
36556,601,16.6
36558,3414,6.1
36569,648,5.8
36581,136,1.7
36583,843,3.8
36584,741,4.3
36585,1031,4.5
36435,426,5.1
36720,1012,6.1
36722,298,5.7
36723,219,13.3
36726,4884,7.1
36728,287,2
36741,1347,7
36751,585,3.9
36753,8,2.7
36766,18,1.2
36768,898,1.8
36769,2830,7.9
35540,2436,12.6
35541,3390,20.7
35551,5761,32.9
35553,4422,12.7
35565,13266,18.7
35572,1319,5.9
35575,1043,10.6
35577,41,3.9
72003,698,2.9
72026,304,5.1
72038,52,1.4
72042,5117,8.4
72048,113,0.5
72055,905,3.6
72073,1085,3.2
72140,456,6.2
72160,9956,12.3
72166,119,1
71635,12075,22
71642,615,4.7
71646,6121,6.7
71658,730,2.5
71661,442,1.8
71663,510,3.7
71676,592,2.5
72537,688,10.9
72544,624,8.9
72617,59,2
72623,1054,10
72626,1332,85
72635,3918,48
72642,2038,89.2
72651,1107,63
72653,27981,49.7
72654,27981,49.7
72658,1615,8.7
72659,1615,8.7
72711,26832,108.4
72712,53959,157.8
72713,53959,157.8
72714,12954,241.9
72715,15919,203.5
72716,15919,203.5
72718,3038,86.8
72719,12144,407.6
72722,3541,28.6
72732,4515,21.4
72733,4515,21.4
72734,8469,34.7
72736,7128,27
72739,645,35.5
72745,13618,133.2
72747,316,10.5
72751,7218,100.2
72756,41494,106.6
72757,41494,106.6
72758,40770,425.1
72761,22337,71.8
72768,974,13.4
72260,11877,1173.6
72601,30460,31.5
72602,30460,31.5
72611,1762,8.6
72615,1762,8.6
72630,253,89.7
72633,1348,7.5
72644,2502,10.2
72662,2843,9.8
72682,595,5.2
71631,382,2.1
71647,2259,3.2
71651,97,0.7
71671,8501,18.1
71744,2744,3.1
71745,391,67.8
71766,801,3.5
72613,1762,8.6
72616,11237,19.2
72631,3709,29.9
72632,4272,17.3
72638,7202,14.8
72660,508,11.8
71638,3671,6.3
71640,3103,6.4
71653,4506,6.3
71721,2320,6.5
71728,1339,2.9
71743,3802,7.7
71772,8,114.7
71920,47060,132.4
71921,3660,7.1
71923,15351,15.3
71962,526,1.8
71998,384,3430
71999,720,4418.7
72422,4549,11
72424,94,26.5
72430,386,6
72435,368,2.7
72441,76,140.1
72453,166,2.7
72454,4937,19.5
72456,444,4.9
72461,3884,8.1
72464,31,283.7
72470,209,3.7
72044,670,5.5
72067,2642,21.6
72130,835,6.6
72131,4739,13.7
72179,370,7.4
72523,1186,10.6
72530,1282,6.9
72543,12076,42.7
72545,624,8.9
72546,243,17.9
72581,956,36
71652,929,2.7
71660,884,3.1
71665,5856,8.3
71740,1391,3.6
71752,845,10.7
71753,16902,20.4
71754,16902,20.4
71770,3591,9.2
71861,1844,6.2
72027,1404,8
72030,631,5.2
72063,2144,8.1
72080,368,2.7
72107,170,11.2
72110,11472,35.8
72127,2168,15.6
72156,395,9.6
72157,1362,12.1
72401,58553,177
72402,58553,177
72403,58553,177
72404,26394,71.9
72411,2465,23.1
72414,353,9.9
72416,5344,24
72417,5024,30.1
72419,1581,13.3
72421,589,2.8
72427,328,4.3
72437,3556,11.9
72447,2065,13.6
72467,278,3508.2
72921,14292,62
72932,1645,32.8
72934,778,5.9
72935,474,68.1
72946,3702,14.7
72947,3937,13.5
72948,262,3.2
72952,2706,22.3
72955,270,13.6
72956,35617,127
72957,35617,127
72301,24477,532.8
72303,24477,532.8
72325,69,3
72327,1908,6.5
72331,3104,8.6
72332,50,604
72339,126,11
72364,15784,83.8
72376,1755,8.9
72384,785,4
72324,2201,6
72347,644,2.9
72373,918,4.6
72387,2048,5.9
